ibge7,CNPJ,UF,Município,Processo,Protocolo,Ano,Nº Siafi,Nº município no Siafi,Nº Termo de Compromisso,Cobrade,Data Envio,Valor Custo,Valor Liberado,Plano Interno,PTRES,PT,Fonte,GND,MP - Nº da lei,Data Empenho,Valor Empenhado,Data Dou,Fim vigência,Status,Nº de pessoas atendidas,Parcela 1,Parcela 2,Parcela 3,tempo_medio_analise,tempo_medio_liberacao
3143906,17947581000176,MG,Muriaé,59053.009514/2023-52,REC-MG-3143906-20230227-03,2023,4877,4877,1AARDZ,13214,2023-03-20,5500417.26,5500417.26,MG4877HRCH0,185432.0,06.182.2218.22BO.6500,300,444042,01.180,2023-08-16,5500417.26,2024-03-18,18/03/2025,ACOMPANHAMENTO - RECURSO TRANSFERIDO,400,1650125.18,3850292.08,,149 days,215 days
3104007,18140756000100,MG,Araxá,59053.009794/2023-07,REC-MG-3104007-20230424-01,2023,4079,4079,1AAPKE,11321,2023-04-26,2900000.0,2900000.0,MG4079HRCH0,185432.0,06.182.2218.22BO.6500,300,444042,01.180,2023-07-20,2900000.0,2023-11-23,22/11/2024,ACOMPANHAMENTO - RECURSO TRANSFERIDO,40,870000.0,2030000.0,,85 days,126 days
2608107,11097359000145,PE,João Alfredo,59053.008233/2022-00,REC-PE-2608107-20220817-02,2022,2461,2461,1AAWSE,12200,2022-08-22,94000.0,94000.0,PE2461HRCH0,213102.0,06.182.2218.22BO.6500,300,444042,01.102,2022-12-30,94000.0,2024-12-31,31/12/2025,ACOMPANHAMENTO - RECURSO TRANSFERIDO,4,94000.0,,,130 days,732 days
3160009,17710476000119,MG,Santo Antônio do Aventureiro,59053.021392/2025-34,REC-MG-3160009-20250207-01,2025,5199,5199,1AAZCN,13214,2025-02-10,916900.0,916900.0,MG5199HRCH0,259229.0,06.182.2318.22BO.6500,300,444042,01.299,2025-03-06,916900.0,2025-08-26,26/08/2026,ACOMPANHAMENTO - RECURSO TRANSFERIDO,2700,916900.0,,,24 days,173 days
4214805,83102574000106,SC,Rio do Sul,59053.000762/2017-90,REC-SC-4214805-20170630-01,2017,8291,8291,693819,12100,2017-08-08,801763.83,801763.83,SC8291PCHU1,128816.0,06.182.2040.22BO.0001,100,444042,13.414,2017-11-30,801763.83,2018-05-29,29/05/2019,ACOMPANHAMENTO - RECURSO TRANSFERIDO,1934,801763.83,,,114 days,180 days
3159704,18192252000125,MG,Santa Rosa da Serra,59053.010052/2023-16,REC-MG-3159704-20230526-02,2023,5193,5193,470323,13214,2023-05-26,547960.6,547960.6,MG5193HRCH0,247830.0,06.182.2218.22BO.6500,300,444042,01.214,2023-11-03,547960.6,2024-06-11,11/06/2025,ACOMPANHAMENTO - RECURSO TRANSFERIDO,500,547960.6,,,161 days,221 days
4315156,92454800000109,RS,Progresso,59053.013571/2024-17,REC-RS-4315156-20240116-01,2024,7361,7361,1AAWEI,12200,2024-01-31,887466.47,887466.47,RS7361HRCH0,248242.0,06.182.2318.22BO.6504,300,444042,01.218,2024-05-22,887466.47,2025-01-13,13/01/2026,ACOMPANHAMENTO - RECURSO TRANSFERIDO,22000,887466.47,,,112 days,236 days
3126109,16784720000125,MG,Formiga,59053.014451/2024-37,REC-MG-3126109-20240226-01,2024,4521,4521,1AAWPK,13214,2024-03-05,837662.9,477712.9,MG4521HRCH0,247830.0,06.182.2218.22BO.6500,300,444042,01.214,2024-07-30,477712.9,2025-02-07,07/02/2026,ACOMPANHAMENTO - RECURSO TRANSFERIDO,1500,477712.9,,,147 days,192 days
3106655,1614602000100,MG,Berizal,59053.006370/2022-00,REC-MG-3106655-20220127-01,2022,570,570,1AAKFA,13214,2022-02-24,190465.95,190465.95,MG0570HRCH0,213102.0,06.182.2218.22BO.6500,300,444042,01.102,2022-03-30,190465.95,2022-09-09,08/09/2023,ACOMPANHAMENTO - RECURSO TRANSFERIDO,700,190465.95,,,34 days,163 days
3115300,17702499000181,MG,Cataguases,59053.007481/2022-25,REC-MG-3115300-20220621-02,2022,4305,4305,1AANTN,13214,2022-06-23,651573.58,651573.58,MG4305HRCH0,213102.0,06.182.2218.22BO.6500,300,444042,01.102,2022-08-22,651573.58,2023-08-18,16/08/2024,ACOMPANHAMENTO - RECURSO TRANSFERIDO,200,651573.58,,,60 days,361 days
3124203,18114264000131,MG,Espera Feliz,59053.006707/2022-71,REC-MG-3124203-20220407-02,2022,4483,4483,1AARDR,13214,2022-04-08,1021331.84,1021331.84,MG4483HRCH0,213102.0,06.182.2218.22BO.6500,300,444042,01.102,2022-12-14,1021331.84,2024-03-18,17/03/2025,ACOMPANHAMENTO - RECURSO TRANSFERIDO,300,306399.55,714932.29,,250 days,460 days
3127503,18307421000125,MG,Gonzaga,59053.009671/2023-68,REC-MG-3127503-20230410-02,2023,4549,4549,1AARPB,13214,2023-04-10,381587.22,158387.22,MG4549HCHU0,237696.0,06.182.2218.22BO.6500,300,444042,01.191,2023-11-03,158387.22,2024-05-07,07/05/2025,ACOMPANHAMENTO - RECURSO TRANSFERIDO,800,158387.22,,,207 days,186 days
4316451,54072064000127,RS,Salto do Jacuí,59053.017792/2024-64,REC-RS-4316451-20240625-02,2024,8975,8975,1AAUQW,13214,2024-06-27,687534.54,687534.54,RS8975HRCH0,248242.0,06.182.2318.22BO.6504,300,444042,01.218,2024-07-29,687534.54,2024-11-11,11/11/2025,ACOMPANHAMENTO - RECURSO TRANSFERIDO,850,687534.54,,,32 days,105 days
3166303,19243518000184,MG,Sericita,59053.003563/2020-39,REC-MG-3166303-20200420-01,2020,5325,5325,1AABPO,13214,2020-04-23,599180.97,599180.97,MG5325PRCH0,185432.0,06.182.2218.22BO.6500,188,444042,00.920,2020-05-29,599180.97,2020-09-17,16/09/2021,ACOMPANHAMENTO - RECURSO TRANSFERIDO,50,599180.97,,,36 days,111 days
3150406,18363960000181,MG,Piedade dos Gerais,59053.006212/2022-41,REC-MG-3150406-20220125-01,2022,5007,5007,1AAIYE,13214,2022-02-03,269989.02,269989.02,MG5007HRCH0,213102.0,06.182.2218.22BO.6500,300,444042,01.102,2022-02-09,269989.02,2022-05-26,25/05/2023,ACOMPANHAMENTO - RECURSO TRANSFERIDO,65,269989.02,,,6 days,106 days
3128808,18128215000158,MG,Guidoval,59053.006891/2022-59,REC-MG-3128808-20220414-02,2022,4575,4575,1AAKGR,13214,2022-04-28,881213.44,881213.44,MG4575HRCH0,213102.0,06.182.2218.22BO.6500,300,444042,01.102,2022-05-19,881213.44,2022-09-20,19/09/2023,ACOMPANHAMENTO - RECURSO TRANSFERIDO,120,881213.44,,,21 days,124 days
4308508,87612917000125,RS,Frederico Westphalen,59053.017651/2024-41,REC-RS-4308508-20240621-01,2024,8667,8667,1AAVFT,13214,2024-06-24,284289.74,284289.74,RS8667HRCH0,249096.0,06.182.2318.22BO.6504,300,444042,01.244,2024-08-14,284289.74,2024-12-10,10/12/2025,ACOMPANHAMENTO - RECURSO TRANSFERIDO,4750,284289.74,,,51 days,118 days
4312757,92402502000167,RS,Nova Alvorada,59053.016791/2024-01,REC-RS-4312757-20240513-01,2024,7383,7383,1AAWAT,13214,2024-06-05,315000.0,315000.0,RS7383HRCH0,249096.0,06.182.2318.22BO.6504,300,444042,01.244,2024-07-02,315000.0,2024-12-31,31/12/2025,ACOMPANHAMENTO - RECURSO TRANSFERIDO,520,315000.0,,,27 days,182 days
5212501,1169416000109,GO,Luziânia,59053.013651/2024-72,REC-GO-5212501-20240124-01,2024,9445,9445,1AARMK,13214,2024-02-02,3986555.83,3986555.83,GO9445HRCH0,238109.0,06.182.2318.22BO.6500,300,444042,01.204,2024-03-21,3986555.83,2024-04-24,24/04/2025,ACOMPANHAMENTO - RECURSO TRANSFERIDO,32002,1195966.75,2790589.08,,48 days,34 days
4316451,89658025000190,RS,Salto do Jacuí,59053.018015/2024-37,REC-RS-4316451-20240701-03,2024,8975,8975,1AAWVP,13214,2024-07-02,462891.37,462891.37,RS8975HRCH0,248242.0,06.182.2318.22BO.6504,300,444042,01.218,2024-08-01,462891.37,2025-03-11,11/03/2026,ACOMPANHAMENTO - RECURSO TRANSFERIDO,900,462891.37,,,30 days,222 days
3161700,18602086000198,MG,São Gonçalo do Abaeté,59053.006364/2022-44,REC-MG-3161700-20220214-01,2022,5233,5233,1AAJQL,12100,2022-02-22,241212.3,241212.3,MG5233HRCH0,213102.0,06.182.2218.22BO.6500,300,444042,01.102,2022-03-30,241212.3,2022-07-12,11/07/2023,ACOMPANHAMENTO - RECURSO TRANSFERIDO,30,241212.3,,,36 days,104 days
4209102,83169623000110,SC,Joinville,59053.009071/2023-08,REC-SC-4209102-20221208-01,2023,8179,8179,1AANNV,13214,2023-01-04,3999900.0,3999900.0,SC8179HRCH2,204907.0,06.182.2218.22BO.0001,144,444042,14.535,2023-02-03,3999900.0,2023-08-03,02/08/2024,ACOMPANHAMENTO - RECURSO TRANSFERIDO,2500,1199970.0,2799930.0,,30 days,181 days
3124609,17710096000184,MG,Estrela Dalva,59053.009451/2023-34,REC-MG-3124609-20230228-01,2023,4491,4491,1AAQWK,13214,2023-03-07,113469.0,113469.0,MG4491HTCH2,204907.0,06.182.2218.22BO.0001,100,444042,14.535,2023-06-26,113469.0,2024-02-07,06/02/2025,ACOMPANHAMENTO - RECURSO TRANSFERIDO,50,113469.0,,,111 days,226 days
3100906,18404749000160,MG,Águas Formosas,59053.015251/2024-00,REC-MG-3100906-20240420-02,2024,4017,4017,1AAXID,13214,2024-04-23,397582.35,397582.35,MG4017HRCH0,247830.0,06.182.2218.22BO.6500,300,444042,01.214,2024-07-30,397582.35,2025-05-07,07/05/2026,ACOMPANHAMENTO - RECURSO TRANSFERIDO,20,397582.35,,,98 days,281 days
4110805,76950088000174,PR,Iretama,59053.004311/2021-16,REC-PR-4110805-20210210-01,2021,7609,7609,1AAGRX,12200,2021-02-22,754000.02,754000.02,PR7609PRCH0,195657.0,06.182.2218.22BO.6500,329,444042,01.030,2021-05-19,754000.02,2021-12-15,14/12/2022,ACOMPANHAMENTO - RECURSO TRANSFERIDO,1250,754000.02,,,86 days,210 days
4201109,82892332000192,SC,Anitápolis,59053.008959/2022-34,REC-SC-4201109-20221217-01,2022,8021,8021,1AATOE,13214,2022-12-21,978239.0,978239.0,SC8021HRCH0,247830.0,06.182.2218.22BO.0001,300,444042,01.214,2023-02-24,978239.0,2024-09-30,30/09/2025,ACOMPANHAMENTO - RECURSO TRANSFERIDO,30,978239.0,,,65 days,584 days
4306809,88349238000178,RS,Encantado,59053.017538/2024-66,REC-RS-4306809-20240620-05,2024,8633,8633,1AAUUT,13214,2024-06-20,1407000.13,1407000.13,RS8633HRCH0,249096.0,06.182.2318.22BO.6504,300,444042,01.244,2024-07-30,1407000.13,2024-11-22,22/11/2025,ACOMPANHAMENTO - RECURSO TRANSFERIDO,485,422100.04,984900.09,,40 days,115 days
4121000,76973692000116,PR,Querência do Norte,59053.000522/2017-95,REC-PR-4121000-20170608-01,2017,7797,7797,693489,12200,2017-06-12,721880.26,721880.26,PR7797PCHU1,128816.0,06.182.2040.22BO.0001,100,444042,13.414,2017-11-30,721880.26,2018-04-24,24/04/2019,ACOMPANHAMENTO - RECURSO TRANSFERIDO,850,721880.26,,,171 days,145 days
4320701,87592861000194,RS,Sobradinho,59053.018884/2024-61,REC-RS-4320701-20240724-04,2024,8917,8917,1AAWPM,13214,2024-07-26,1581520.0,1581520.0,RS8917HRCH0,249096.0,06.182.2318.22BO.6504,300,444042,01.244,2024-09-25,1581520.0,2025-02-07,07/02/2026,ACOMPANHAMENTO - RECURSO TRANSFERIDO,320,474456.0,1107064.0,,61 days,135 days
1100148,15884109000106,RO,Nova Brasilândia D`Oeste,59053.009620/2023-36,REC-RO-1100148-20230330-01,2023,41,41,1AAWSW,12100,2023-03-30,7461186.2,7461186.2,RO0041HRCH0,250917.0,06.182.2218.22BO.6500,300,444042,01.279,2023-09-11,7461186.2,2025-02-21,21/02/2026,ACOMPANHAMENTO - RECURSO TRANSFERIDO,4090,2238355.86,2984474.48,2238355.86,165 days,529 days
1505502,5193057000178,PA,Paragominas,59053.001981/2018-77,REC-PA-1505502-20180625-02,2018,509,509,1AAHFG,12200,2018-07-05,5794749.75,5794749.75,PA0509PRCH0,185432.0,06.182.2040.22BO.0001,188,444042,00.920,2020-12-29,5794749.75,2022-01-10,09/01/2023,ACOMPANHAMENTO - RECURSO TRANSFERIDO,438,1738424.93,2317899.9,1738424.93,908 days,377 days
2918456,16412025000132,BA,Jucuruçu,59053.005863/2021-33,REC-BA-2918456-20211227-02,2021,3287,3287,1AALVJ,12100,2021-12-27,1815775.3,1815775.3,BA3287HRCH0,213102.0,06.182.2218.22BO.6500,300,444042,01.102,2022-06-28,1815775.3,2023-02-24,23/02/2024,ACOMPANHAMENTO - RECURSO TRANSFERIDO,4500,544732.59,1271042.71,,183 days,241 days
4305587,94706140000123,RS,Colinas,59053.010831/2023-11,REC-RS-4305587-20230814-01,2023,6029,6029,1AAWPG,11340,2023-08-16,1320685.86,1320685.86,RS6029HROU0,249096.0,06.182.2318.22BO.6504,300,444042,01.244,2024-03-21,1320685.86,2025-02-10,10/02/2026,ACOMPANHAMENTO - AGUARDANDO AJUSTES DO ENTE - LIBERAÇÃO DE PARCELAS,62,396205.76,924480.1,,218 days,326 days
4315453,92402510000103,RS,Relvado,59053.016514/2024-90,REC-RS-4315453-20240523-03,2024,7355,7355,1AATOB,13214,2024-05-28,426789.27,426789.27,RS7355HRCH0,248242.0,06.182.2318.22BO.6504,300,444042,01.218,2024-07-03,426789.27,2024-08-30,30/08/2025,ACOMPANHAMENTO - RECURSO TRANSFERIDO,1000,426789.27,,,36 days,58 days
4301206,87590998000100,RS,Arroio do Tigre,59053.017472/2024-12,REC-RS-4301206-20240619-03,2024,8523,8523,1AAWYV,13214,2024-06-19,6745000.0,6745000.0,RS8523HRCH0,249096.0,06.182.2318.22BO.6504,300,444042,01.244,2024-11-12,6745000.0,2025-03-26,26/03/2026,ACOMPANHAMENTO - RECURSO TRANSFERIDO,10586,2023500.0,2698000.0,2023500.0,146 days,134 days
4219705,82854670000130,SC,Xaxim,59053.002323/2018-01,REC-SC-4219705-20181106-01,2018,8387,8387,696576,13215,2018-11-12,374800.0,374800.0,SC8387PRCH1,128816.0,06.182.2040.22BO.0001,100,444042,13.587,2018-11-23,374800.0,2018-12-14,14/12/2019,ACOMPANHAMENTO - RECURSO TRANSFERIDO,960,374800.0,,,11 days,21 days
5003157,1988914000175,MS,Coronel Sapucaia,59053.001662/2018-61,REC-MS-5003157-20180328-02,2018,9997,9997,697227,13214,2018-04-10,581290.74,581290.74,MS9997PRCH1,128816.0,06.182.2040.22BO.0001,100,444042,13.587,2018-10-17,581290.74,2019-04-22,21/04/2020,ACOMPANHAMENTO - RECURSO TRANSFERIDO,28,581290.74,,,190 days,187 days
3139201,18404871000136,MG,Malacacheta,59053.006634/2022-17,REC-MG-3139201-20220328-01,2022,4783,4783,1AALCJ,13214,2022-04-04,232691.28,232691.28,MG4783HRCH0,213102.0,06.182.2218.22BO.6500,300,444042,01.102,2022-04-25,232691.28,2022-12-21,20/12/2023,ACOMPANHAMENTO - RECURSO TRANSFERIDO,3300,232691.28,,,21 days,240 days
3125408,17754201000187,MG,Felício dos Santos,59053.009511/2023-19,REC-MG-3125408-20230317-01,2023,4507,4507,1AANTW,13214,2023-03-17,244590.74,244590.74,MG4507HRCH2,204907.0,06.182.2218.22BO.0001,100,444042,14.535,2023-04-18,244590.74,2023-08-21,20/08/2024,ACOMPANHAMENTO - RECURSO TRANSFERIDO,3580,244590.74,,,32 days,125 days
4319505,88370879000104,RS,São Sebastião do Caí,59053.010731/2023-95,REC-RS-4319505-20230810-01,2023,8893,8893,1AARBB,12100,2023-08-11,506990.44,506990.44,RS8893HRCH0,195657.0,06.182.2218.22BO.6500,300,444042,01.188,2023-10-02,506990.44,2024-02-28,27/02/2025,ACOMPANHAMENTO - RECURSO TRANSFERIDO,945,506990.44,,,52 days,149 days
3166204,18094870000132,MG,Senhora dos Remédios,59053.009304/2023-64,REC-MG-3166204-20230202-01,2023,5323,5323,1AAQHY,13214,2023-02-15,259932.83,259932.83,MG5323HRCH0,185432.0,06.182.2218.22BO.6500,300,444042,01.180,2023-07-26,259932.83,2023-12-27,26/12/2024,ACOMPANHAMENTO - RECURSO TRANSFERIDO,1000,259932.83,,,161 days,154 days
4315909,87613204000186,RS,Rodeio Bonito,59053.015752/2024-88,REC-RS-4315909-20240510-01,2024,8821,8821,1AAWZB,13214,2024-05-14,13596617.78,13596617.78,RS8821HTCH0,249096.0,06.182.2318.22BO.6504,300,444042,01.244,2024-05-27,13596617.78,2025-03-27,27/03/2026,ACOMPANHAMENTO - RECURSO TRANSFERIDO,100000,4078985.33,5438647.11,4078985.33,13 days,304 days
1503705,27933930000154,PA,Itupiranga,59053.000633/2017-00,REC-PA-1503705-20170517-02,2017,473,473,694025,12200,2017-07-09,1912510.43,1912510.43,PA0473PCHU1,128816.0,06.182.2040.22BO.0001,100,444042,13.414,2017-12-08,1912510.43,2018-04-16,16/04/2019,ACOMPANHAMENTO - RECURSO TRANSFERIDO,10000,573753.13,1338757.3,,152 days,129 days
3503208,45276128000110,SP,Araraquara,59053.009191/2023-05,REC-SP-3503208-20230107-02,2023,6163,6163,1AALVO,13214,2023-01-23,4310083.58,4310083.58,SP6163HRCH2,204907.0,06.182.2218.22BO.0001,100,444042,14.535,2023-01-27,4310083.58,2023-02-03,02/02/2024,ACOMPANHAMENTO - RECURSO TRANSFERIDO,27000,1293025.07,3017058.51,,4 days,7 days
4216305,82925652000100,SC,São João Batista,59053.008973/2022-38,REC-SC-4216305-20221209-01,2022,8321,8321,1AAOID,13214,2022-12-22,1157803.57,1157803.57,SC8321HRCH2,204907.0,06.182.2218.22BO.0001,100,444042,14.535,2023-02-24,1157803.57,2023-09-22,21/09/2024,ACOMPANHAMENTO - RECURSO TRANSFERIDO,2500,347341.07,810462.5,,64 days,210 days
2615300,11361904000169,PE,Timbaúba,59053.008034/2022-93,REC-PE-2615300-20220804-02,2022,2605,2605,1AAULC,13214,2022-08-05,1727069.11,1727069.11,PE2605HRCH0,238109.0,06.182.2318.22BO.6500,300,444042,01.204,2024-01-24,1727069.11,2024-11-01,01/11/2025,ACOMPANHAMENTO - RECURSO TRANSFERIDO,40,518120.73,1208948.38,,537 days,282 days
4308433,4214401000103,RS,Forquetinha,59053.015871/2024-31,REC-RS-4308433-20240515-01,2024,1142,1142,1AAUUW,12200,2024-05-17,3918000.0,3918000.0,RS1142HRCH0,249096.0,06.182.2318.22BO.6504,300,444042,01.244,2024-05-22,3918000.0,2024-11-22,22/11/2025,ACOMPANHAMENTO - RECURSO TRANSFERIDO,7000,1175400.0,2742600.0,,5 days,184 days
4304614,4218263000122,RS,Canudos do Vale,59053.016571/2024-79,REC-RS-4304614-20240529-04,2024,1130,1130,1AAUQY,13214,2024-05-29,513000.0,513000.0,RS1130HRCH0,248242.0,06.182.2318.22BO.6504,300,444042,01.218,2024-06-10,513000.0,2024-11-11,11/11/2025,ACOMPANHAMENTO - RECURSO TRANSFERIDO,1000,513000.0,,,12 days,154 days
3135803,18083659000114,MG,Jequitinhonha,59053.009441/2023-07,REC-MG-3135803-20230313-03,2023,4715,4715,1AASND,13214,2023-03-14,1939589.85,1939589.85,MG4715HRCH0,238108.0,06.182.2318.22BO.6500,300,444042,01.191,2024-01-24,1939589.85,2024-06-11,11/06/2025,ACOMPANHAMENTO - RECURSO TRANSFERIDO,100,581876.96,1357712.9,,316 days,139 days
3548500,58200015000183,SP,Santos,59053.003653/2020-20,REC-SP-3548500-20200525-03,2020,7071,7071,1AAETO,13214,2020-05-26,1287991.41,1287991.41,SP7071PRCH0,195657.0,06.182.2218.22BO.6500,329,444042,01.030,2020-08-06,1287991.41,2021-05-27,26/05/2022,ACOMPANHAMENTO - RECURSO TRANSFERIDO,30,386397.42,901593.99,,72 days,294 days
4206108,4426883000157,SC,Grão Pará,59053.002651/2019-80,REC-SC-4206108-20190411-02,2019,8119,8119,1AAEJC,12200,2019-04-12,1295827.57,1295827.57,SC0000PRCH1,128816.0,06.182.2040.22BO.0001,100,443042,13.808,2019-12-03,1295827.57,2021-03-11,10/03/2022,ACOMPANHAMENTO - RECURSO TRANSFERIDO,10000,388748.27,907079.3,,235 days,464 days
3115300,17702499000181,MG,Cataguases,59053.009307/2023-06,REC-MG-3115300-20221221-01,2023,4305,4305,1AAPZG,13214,2023-02-17,274004.46,274004.46,MG4305HTCH2,204907.0,06.182.2218.22BO.0001,100,444042,14.535,2023-06-26,274004.46,2023-12-13,12/12/2024,ACOMPANHAMENTO - RECURSO TRANSFERIDO,3000,274004.46,,,129 days,170 days
4119608,76172907000108,PR,Pitanga,59053.012911/2023-10,REC-PR-4119608-20231226-01,2023,7771,7771,1AAWVF,13214,2023-12-27,636500.0,636500.0,PR7771HRCH0,247830.0,06.182.2318.22BO.6500,300,444042,01.214,2024-05-06,636500.0,2025-03-10,10/03/2026,ACOMPANHAMENTO - RECURSO TRANSFERIDO,850,636500.0,,,131 days,308 days
4314423,92871466000180,RS,Picada Café,59053.013091/2024-56,REC-RS-4314423-20240103-01,2024,6021,6021,1AAXYC,12200,2024-01-03,2740768.54,2740768.54,RS6021HRCH0,238107.0,06.182.2318.22BO.6500,300,444042,01.188,2024-01-31,2740768.54,2025-05-30,30/05/2026,ACOMPANHAMENTO - ANÁLISE DO DIRETOR - LIBERAÇÃO DE PARCELAS,2500,822230.56,1918537.98,,28 days,485 days
4219200,83102376000134,SC,Vidal Ramos,59053.013892/2024-11,REC-SC-4219200-20240206-02,2024,8377,8377,1AAXIA,13214,2024-02-14,720004.85,720004.85,SC8377HRCH0,247830.0,06.182.2318.22BO.6500,300,444042,01.214,2024-07-30,720004.85,2025-05-07,07/05/2026,ACOMPANHAMENTO - RECURSO TRANSFERIDO,3,720004.85,,,167 days,281 days
4318705,89814693000160,RS,São Leopoldo,59053.017992/2024-17,REC-RS-4318705-20240701-10,2024,8877,8877,1AAWRK,13214,2024-07-01,1588616.09,1588616.09,RS8877HRCH0,249096.0,06.182.2218.22BO.6504,300,444042,01.244,2024-11-12,1588616.09,2025-02-17,17/02/2026,ACOMPANHAMENTO - RECURSO TRANSFERIDO,15000,476584.83,1112031.26,,134 days,97 days
4321204,97761407000173,RS,Taquara,59053.015791/2024-85,REC-RS-4321204-20240510-01,2024,8927,8927,1AAZCM,13214,2024-05-15,1340984.0,1340984.0,RS8927HRCH0,250795.0,06.182.2218.22BO.6504,312,444042,01.265,2024-05-27,1340984.0,2025-08-26,26/08/2026,ACOMPANHAMENTO - RECURSO TRANSFERIDO,8500,402295.2,938688.8,,12 days,456 days
4317103,88124961000159,RS,Sant`Ana do Livramento,59053.002081/2018-47,REC-RS-4317103-20180723-01,2018,8837,8845,697326,13214,2018-07-31,310965.59,310965.59,RS8845PRCH1,128816.0,06.182.2040.22BO.0001,100,444042,13.587,2018-10-31,310965.59,2019-05-08,07/05/2020,ACOMPANHAMENTO - RECURSO TRANSFERIDO,200,310965.59,,,92 days,189 days
2708303,12330916000199,AL,São José da Laje,59053.008592/2022-59,REC-AL-2708303-20220928-03,2022,2865,2865,1AAMJQ,12200,2022-10-02,455768.09,455768.09,AL2865HRCH2,204907.0,06.182.2218.22BO.0001,100,444042,14.535,2022-10-24,455768.09,2023-05-09,07/05/2024,ACOMPANHAMENTO - RECURSO TRANSFERIDO,500,455768.09,,,22 days,197 days
4305132,92000223000177,RS,Cerro Branco,59053.017351/2024-62,REC-RS-4305132-20240617-02,2024,8439,8439,1AAWQX,13214,2024-06-17,1070802.64,1070802.64,RS8439HRCH0,248242.0,06.182.2318.22BO.6504,300,444042,01.218,2024-07-30,1070802.64,2025-02-14,14/02/2026,ACOMPANHAMENTO - RECURSO TRANSFERIDO,150,321240.79,749561.85,,43 days,199 days
5004304,3568318000161,MS,Iguatemi,59053.002322/2018-58,REC-MS-5004304-20181108-01,2018,9085,9085,697491,13214,2018-11-08,1236702.71,1236702.71,MS9085PRCH1,128816.0,06.182.2040.22BO.0001,100,444042,13.808,2019-02-21,1236702.71,2019-05-29,28/05/2020,ACOMPANHAMENTO - RECURSO TRANSFERIDO,3200,371010.81,865691.9,,105 days,97 days
3151909,18334318000174,MG,Pocrane,59053.007791/2022-40,REC-MG-3151909-20220706-03,2022,5037,5037,1AAKXE,13214,2022-07-08,119143.54,119143.54,MG5037HRCH0,213102.0,06.182.2218.22BO.6500,300,444042,01.102,2022-08-22,119143.54,2022-12-08,07/12/2023,ACOMPANHAMENTO - RECURSO TRANSFERIDO,1500,119143.54,,,45 days,108 days
3115508,18008870000172,MG,Caxambu,59053.010412/2023-80,REC-MG-3115508-20230704-02,2023,4309,4309,1AARPC,13214,2023-07-05,209700.0,209700.0,MG4309HRCH0,185432.0,06.182.2218.22BO.6500,300,444042,01.180,2023-08-31,209700.0,2024-05-07,07/05/2025,ACOMPANHAMENTO - RECURSO TRANSFERIDO,1000,209700.0,,,57 days,250 days
5207907,1740497000147,GO,Flores de Goiás,59053.010231/2023-53,REC-GO-5207907-20230327-02,2023,9359,9359,1AAOTB,13214,2023-06-13,243343.85,243343.85,GO9359HRCH0,185432.0,06.182.2218.22BO.6500,300,444042,01.180,2023-08-16,243343.85,2023-10-23,22/10/2024,ACOMPANHAMENTO - RECURSO TRANSFERIDO,400,243343.85,,,64 days,68 days
4204806,83754044000134,SC,Curitibanos,59053.011911/2023-94,REC-SC-4204806-20231030-01,2023,8093,8093,1AAUKZ,13214,2023-11-23,4368499.32,4368499.32,SC8093HRCH0,247830.0,06.182.2318.22BO.6500,300,444042,01.214,2024-06-17,4368499.32,2024-11-01,01/11/2025,ACOMPANHAMENTO - RECURSO TRANSFERIDO,134,1310549.8,3057949.52,,207 days,137 days
3161007,18401018000160,MG,São Domingos do Prata,59053.009645/2023-30,REC-MG-3161007-20230118-01,2023,5219,5219,1AARLZ,13214,2023-04-06,826411.2,826411.2,MG5219HRCH0,185432.0,06.182.2218.22BO.6500,300,444042,01.180,2023-09-20,826411.2,2024-04-17,17/04/2025,ACOMPANHAMENTO - RECURSO TRANSFERIDO,19,826411.2,,,167 days,210 days
4211058,95996104000104,SC,Monte Carlo,59053.012592/2023-34,REC-SC-4211058-20231212-03,2023,5561,5561,1AASSD,13214,2023-12-18,557477.1,557477.1,SC5561HRCH0,247830.0,06.182.2318.22BO.6500,300,444042,01.214,2024-02-27,557477.1,2024-06-24,24/06/2025,ACOMPANHAMENTO - RECURSO TRANSFERIDO,700,557477.1,,,71 days,118 days
4315206,88186754000129,RS,Putinga,59053.017413/2024-36,REC-RS-4315206-20240618-01,2024,8807,8807,1AAUEO,13214,2024-06-18,2959700.0,2959700.0,RS8807HRCH0,248242.0,06.182.2318.22BO.6504,300,444042,01.218,2024-07-02,2959700.0,2025-07-14,14/07/2026,ACOMPANHAMENTO - RECURSO TRANSFERIDO,7050,887910.0,2071790.0,,14 days,377 days
3123106,18307413000189,MG,Dores de Guanhães,59053.007332/2022-66,REC-MG-3123106-20220519-01,2022,4461,4461,1AANSQ,13214,2022-06-09,529053.4,529053.4,MG4461HRCH0,213102.0,06.182.2218.22BO.6500,300,444042,01.102,2022-09-20,529053.4,2023-08-16,14/08/2024,ACOMPANHAMENTO - RECURSO TRANSFERIDO,500,529053.4,,,103 days,330 days
3169059,1601656000122,MG,Tocos do Moji,59053.006953/2022-22,REC-MG-3169059-20220309-01,2022,740,740,1AAMWX,12200,2022-05-06,1032969.83,844800.0,MG0740HRCH0,213102.0,06.182.2218.22BO.6500,300,444042,01.102,2022-06-28,844800.0,2023-07-03,01/07/2024,ACOMPANHAMENTO - RECURSO TRANSFERIDO,800,844800.0,,,53 days,370 days
